code,SMILES,Metal,solvents,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),SSA
FITHAS,C1=CN=CC=C1C2=CC=NC=C2,Sc,methanol,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,2897.25
FIVYUF,C1=CC(=NC=C1C(=O)O)C(=O)O,Sn,methanol,5.16374269,162.6584682,157.2880489,3.847750865,-17.37024221,-104.8617421,176.0706254,-7.766032344,0.27456782,-8.349339334,0.813658439,-0.200068939,7.467128028,-0.598973869,34.82995965,0.791278768,-2.966030058,12.13273414,11.25737949,0.478,50,118.71,217,4.3,7.7,107,7.344,7.287,32.04,32.7,0.791,1,8.2,0.32,65,142.566
FIXVIU,C1=C(OC(=C1)C(=O)O)C(=O)O,Nd,dimethylformamide,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,60,144.24,229,3.1,31.4,185,5.525,7.01,73.09,36.7,-0.85,1,2,0.37,153,624.728
FIZVOC,C1=CN=CC=C1C(=O)O,Cd,"N,N-dimethylformamide",6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,327.739
FOHLAS,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,dimethylformamide,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1182.85
FOJKIA,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Mg,pyridine,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,12,24.305,173,3.75,10.6,-40,7.646,1.74,79.1,12.4,0.68,1,1,0.19,115,968.097
FOPPAE,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,206.554
FOVPOX,C1=CC(=C(N=C1)C2=C(C=CC=N2)C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.934240363,160.1984138,154.3460073,14.33136095,22.18343195,-140.2220272,-134.711756,445.352123,-2.171097041,-8.323233611,-6.649327216,-0.208994083,7.053254438,0.443668639,33.14799302,-0.39660291,2.139713758,24.26546827,22.51475897,1.54,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,336.086
FULQUZ,C1=C(SC(=C1)C(=O)O)C(=O)O,La,dimethylformamide,5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,57,138.9055,240,3.1,31.1,45,5.577,6.15,73.09,36.7,-0.85,1,2,0.37,153,31.13
FUTYOK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,1517.99
GACVIS,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,"N,N-dimethylacetamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,87.12,32.2,-0.85,1,2,0.25,165.1,964.433
GACYAN,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,2991.33
GAJVEU,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1936.41
GAJVIY,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1467.47
GAJVIY01,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1450.72
GAKNOX,C1=CC(=CC=C1C(=O)O)C(=O)O,Mn,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.04,32.7,0.791,1,8.2,0.32,65,158.469
GATBUZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,diethylformamide,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,89.13,37.7,-0.55,1,2,0.2,174,2168.11
GAWTOP,COC(=O)COCC(=O)OC,Co,"N,N-dimethylformamide",3.625,168.4380517,163.1560327,-22.93877551,-65.26984127,310.7304631,496.5340144,-134.3034538,3.66893424,3.312192454,-5.960558811,-0.205341396,9.229024943,-2.33106576,43.03308143,2.877464242,-11.20737986,0,13.21376393,-0.651,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,319.282
GAWZOW,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Ni,dimethylformamide,3.049095607,156.9972407,150.3053673,-13.11111111,-31.66666667,-184.0296772,52.37720138,-215.3621752,0.528467882,-3.720835241,-2.198696973,0.019483025,6.972222222,-0.659722222,33.12236148,-2.896483922,-3.185992089,35.39237126,0,2.4468,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1437.86
GELJAJ,C1=CN=CC=C1CCCC2=CC=NC=C2,Zn,methanol,1.902298851,160.6777201,156.4364924,-25.91676576,-57.49346017,-320.3481131,172.4550225,-370.9973043,-0.017041141,-2.986244747,8.781807898,-0.048808256,6.639714625,-0.898335315,31.94871591,-4.781989446,-4.30568335,54.65483613,0,2.6519,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,40.8098
GENLAP,C1=CN=CC=C1C2=CC=NC=C2,Cu,"N,N-dimethylformamide",2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,647.518
GEXNUV,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Co,"1,4-dioxane",4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,27,58.93319,192,4.3,7.5,64,7.881,8.86,88.11,2.25,0.734,0,21.6,0.26,101,356.231
GEXPAD,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cd,"1,4-dioxane",4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,48,112.41,158,4.33,7.2,-70,8.994,8.69,88.11,2.25,0.734,0,21.6,0.26,101,357.173
GIRYAJ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1727.67
GIRYEN,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)C(=O)O,Zn,ethanol,10.93265993,163.1445443,153.0698753,16.24,-20.48,-88.84582021,-109.0408894,2.003922905,0.86851,-11.36796128,8.011112935,-0.371681682,7.14,-0.553513514,33.12123055,1.946496089,-2.583337016,6.066367068,0,0.9912,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,96.7307
GIXNAE,C(C(=O)O)C(=O)O,Ni,methanol,6.5,169.2598927,173.2163235,-5.884297521,-115.8677686,-166.8862228,-51.03945649,0,0.307520661,-2.49472335,0,-5.447916667,9.355371901,-7.241735537,43.30019117,7.201228534,-33.06718258,0,0,-0.4543,28,58.693,163,4.4,6.8,112,7.64,8.912,32.04,32.7,0.791,1,8.2,0.32,65,2090.95
GIYTAK,C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,Cd,dimethylformamide,5.041666667,165.6618053,158.9331138,19.7037037,-64.96296296,-320.4280523,341.5998015,148.3219169,6.928148148,-20.14249843,10.99426723,-0.35654321,8.839506173,-0.86617284,41.30935333,1.049631063,-4.16128224,19.26246487,19.26246487,0.2727,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,910.862
GOQSIQ,C1=CN=CN1,Zn,"N,N-dibutylformamide",6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,129.22,19.9,1.07,1,24.3,0.2,152,1371.01
GORJEE,C1=NC=NN1,Zn,methanol,6.089439787,180.2577321,176.7440981,-17.75,-29.75,-44.18353857,0,0,0,-0.600939763,0,-0.259486607,7.5,-4.25,35.48540873,-11.37954215,-20.29262072,0,0,-0.1953,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,857.658
GUBVUU,C1=CN=CC=C1C2=CC=NC=C2,Co,benzene,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,78.11,2.2,2.13,0,0,0.16,80.1,977.254
GUKMAD,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,dimethylformamide,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,342.619
HAQRID,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.132132132,157.6910737,146.7305362,2,-90,-51.59703123,370.5888096,90.71483263,2.862975779,-21.43958889,14.31855002,-0.171428571,7.294117647,-1.285714286,34.06980826,1.543624954,-6.167148809,47.52510539,33.38070895,2.1464,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1630.92
HAWZEM,C1=CN=CC=C1C(=O)O,Cu,"N,N-dimethylformamide",6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,524.099
HEDCEA,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,"N,N-dimethylformamide",3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,190.769
HEHVAU,C1=CN=CC=C1C2=CC=NC=C2,Cd,"N,N-dimethylformamide",2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,158.102
HENSEB,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1563.82
HENSEB01,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1563.82
HEPHIW,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,158.568
HICVUM,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,dimethylacetamide,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,37.8,0.937,1,24.2,0.25,166,756.671
HIFWAV,C1=CN=CN1,Zn,"N,N-diethylformamide",6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,980.444
HISGIB,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cs,"N,N-dimethylformamide",4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,55,132.905452,343,2.18,59.6,46,3.894,1.93,73.09,36.7,-0.85,1,2,0.37,153,455.8
HIYBUN,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,nitrobenzene,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,1266.31
HIYRAJ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,nitrobenzene,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,1132.12
HIYZEV01,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Mn,dimethylformamide,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,327.198
HOGSIG,C1=CN=CC=C1C(=O)O,Ni,ethanol,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,28,58.693,163,4.4,6.8,112,7.64,8.912,46.07,24.3,-0.31,1,1,0.3,78.37,577.525
HOHJAR,C1=CC(=CN=C1)C(=O)O,Fe,acetonitrile,4.866666667,161.9640736,156.7373575,-4.326530612,-13.7755102,-126.5633675,87.63283563,0,-0.52484898,-13.41592119,0.869421309,-0.137804397,7.530612245,-0.598935226,35.44306652,-3.129332876,-2.983377723,12.13273414,5.563451492,0.7798,26,55.84,194,4.06,8.4,15,7.902,7.874,41.05,37.5,0.34,0,1,0.26,81.6,196.62
HOJLID,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,4660.22
HOJNOL,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,15.7609
HOJNUR,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,14.8927
HOJNUR01,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,10.3135
HOJPAZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,16.5014
HOJPED,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,17.01
HOJPIH,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,methanol,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,32.04,32.7,0.791,1,8.2,0.32,65,12.7966
HOQMIL04,C1=CN=CC=C1C2=CC=NC=C2,Mg,"N,N-dimethylformamide",2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,12,24.305,173,3.75,10.6,-40,7.646,1.74,73.09,36.7,-0.85,1,2,0.37,153,795.071
HORQOX,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cd,dimethylformamide,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,192.406
HOVGIK,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Cd,dimethylformamide,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,873.572
HOWPOZ,C1=CN=CC(=C1C(=O)O)C(=O)O,Cd,dimethylformamide,12.08333333,162.6584682,153.3055063,0.788927336,-18.5467128,-30.12566296,-105.3155015,0,-1.7702609,-11.03563284,1.631225119,-0.671784062,7.467128028,-0.639541821,34.82995965,-0.123804066,-2.987865544,6.066367068,11.12690298,0.478,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,868.107
HOWPUF,C1=CN=CC(=C1C(=O)O)C(=O)O,Zn,dimethylacetamide,12.08333333,162.6584682,153.3055063,0.788927336,-18.5467128,-30.12566296,-105.3155015,0,-1.7702609,-11.03563284,1.631225119,-0.671784062,7.467128028,-0.639541821,34.82995965,-0.123804066,-2.987865544,6.066367068,11.12690298,0.478,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,1375.67
HOWQOA,C1=CN=CC(=C1C(=O)O)C(=O)O,Zn,dimethylacetamide,12.08333333,162.6584682,153.3055063,0.788927336,-18.5467128,-30.12566296,-105.3155015,0,-1.7702609,-11.03563284,1.631225119,-0.671784062,7.467128028,-0.639541821,34.82995965,-0.123804066,-2.987865544,6.066367068,11.12690298,0.478,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,962.084
HOXKUB,C1=C(SC(=C1)C(=O)O)C(=O)O,Yb,ethanol,5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,70,173.05,242,3.1,21,-2,6.254,6.9,46.07,24.3,-0.31,1,1,0.3,78.37,191.989
HOXSIY,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylacetamide",4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,141.216
